Feature0,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49
-0.8441175854,-1.5614500244,-0.202260241,0.9971331124,0.508602364,-0.0822048068,-1.4658620568,-0.9316362679,-0.5616473568,-0.9849043508,0.4533040084,1.34064952,0.4569706276,0.8911756976,1.083631966,0.7581588077,-0.3048146689,1.438878357,0.6529472488,-1.2239926188,-2.7379412605,0.0640387335,0.5574833958,-0.4778595432,-1.6761785667,0.0879702075,-0.4095886817,0.7183821746,0.788822952,1.1743787535,-1.6846986396,1.4587845033,0.1276858508,-0.1720433091,1.2824763877,-1.4706329978,0.6901788186,0.9669181306,2.2899501614,-0.679032406,2.3144132508,1.1937914019,-0.9647013396,-0.234635302,0.789484261,0.5004426629,0.3443087855,-0.0743376599,-0.2778898316,0.347975164
0.4930417361,0.9689838376,-0.2528789701,-0.0542994158,0.9089348871,-0.3891608144,-1.06828732,-0.1103235814,1.2036654316,0.2985202547,2.3226566008,0.3245683886,0.2834261635,1.2724537877,0.8599209211,-0.7658223377,0.9141806126,0.0359524997,0.0127305369,-0.9914725173,1.4771974887,1.460300876,0.8843895506,-0.4198783007,-0.0625467572,-1.9820028,1.0288656494,-0.1803870069,0.0050492286,0.0785631122,-0.4788411087,-0.0062319399,0.5939659162,1.9027820061,0.6821573476,-0.5604122642,-0.2382503437,1.2851294128,-0.0979763826,0.5327463139,-0.1937596611,-1.3985890607,0.2124378594,1.3755974581,1.0995535444,0.4672240325,-1.1643319492,-0.8504952217,-0.9140717338,-0.3673261629
0.0592827168,-0.6447626949,0.1068406237,0.2141747478,1.0881783088,0.8886923844,0.6142787415,-1.8628626319,-2.0103791769,-2.3524972473,-1.2798209971,-1.6212506577,-0.2381674373,0.2016386728,-0.4112657268,-1.127741435,1.4574619256,0.0300595941,1.443313071,-0.0394264815,0.5314756253,-0.3216847266,-0.3016109726,-0.4469201483,-0.6551756117,-1.350296862,-0.6899142883,0.2486243169,0.6463655145,-0.7968547946,-0.9690280325,0.7527020271,-0.0632481269,0.3631469115,-0.3337954426,0.1247848109,1.5609959697,-0.017818624,0.1013854975,-0.0768443791,-1.191855869,1.2017404807,-0.6935996945,0.6164708138,-0.3664006575,0.6172560633,0.8665742323,-1.3281812922,0.5380453868,0.3140739435
-1.1796707293,-1.7501525785,0.7272431307,0.565293242,0.2834199126,0.1923963171,-0.6575611417,0.3960428752,-0.3852703795,-1.026396695,1.1810886675,1.1555244698,1.213811729,1.6037506055,-0.0022911245,0.3752973125,0.1701471574,-0.2544860714,0.8449459414,0.7126949737,0.2913629795,-0.7511565069,-0.8435914994,0.9592405056,2.156648496,1.2595925544,-0.3431170385,0.6400517425,-2.135133433,-1.2006196123,1.4913914599,1.0758860414,-0.392726646,0.6219104837,-0.3769316631,-0.0993105449,0.298412932,-0.1419889807,0.0673648006,0.2731087386,0.179450985,-0.3097176626,0.764417842,0.9154629679,-0.729008122,-0.1051450794,-0.8049274822,0.2119737137,1.0855134897,0.7241066571
1.8533755732,0.1823513932,-0.3651941655,-1.7863281509,2.1953976517,0.018895168,0.3033483485,0.4372985627,1.4385190387,-1.1244468818,0.2789965756,0.6776673082,-0.8947666347,-0.0099232515,-1.0743567073,0.1881725861,0.0515146832,-1.6971570061,-1.6172814988,0.3075003154,0.0643530977,0.4241244128,0.5836723641,-0.3737364346,-0.563839987,1.1013553311,1.8153997268,-0.4719902114,0.4645931992,-0.0970782713,1.369951741,1.2302629082,0.5662382506,-0.1221440596,0.3099059818,-0.9363989667,0.3945094984,1.0887157218,1.5355810982,-0.1452219858,-0.6484611883,0.7981330437,2.1435881897,1.517897683,-1.3786790412,0.5842404165,0.3760714241,-0.4606760326,0.3139332847,0.2551510604
1.2604072164,-1.7283509265,-1.4992230246,0.4160537778,1.1094114608,0.2890501657,-0.7758896431,-0.4299296703,0.3324156301,0.4960972173,-1.4454818011,-0.8796529644,0.8642228886,0.6391289762,0.291199785,0.37260462,-0.7161137915,1.6806737445,-0.4807075817,-0.6497400005,-1.4387192413,0.555312071,2.0013835205,0.1512527574,-0.5713813939,-1.3177340988,-1.4813044255,-0.2524411766,-0.2352253656,-0.2538663973,0.200948525,-0.513519416,-0.3013753082,-0.7636966228,-0.6126803499,0.6396932922,1.7517738855,0.4105475161,1.1873479778,-1.2137833168,-0.3744961081,0.3409104086,-0.1994383713,2.0756013602,0.7561230879,-0.5060857687,-0.4550916707,-0.2153102641,-0.2268049657,-0.6421846302
-0.3281266062,0.8093351278,0.2673914037,0.75240958,0.8472544192,0.3201079993,-0.2589106595,-1.5800494201,-0.1727086121,-0.2011858401,-0.7262931766,1.0691659489,-0.2825639493,1.4252845358,-0.039716802,1.1544716627,0.2128109992,1.3974744094,-0.9649664104,0.4345887423,-0.0103719942,-2.9402038294,0.8021382331,0.118348509,0.2227565008,-2.0494557415,-0.8571839116,0.6432692362,-0.6483981678,-0.0701699467,0.4709112808,-0.3908282027,2.1201772032,1.6904022026,-0.0815542623,-0.7389938033,-1.6059360698,-0.9737051387,0.049671257,0.2198772902,0.674490288,-0.2157198975,2.2643160753,1.3043466819,0.3416832221,-1.0329866972,-1.6767365474,-0.571259333,0.3813277448,1.1360099263
-1.9004626304,-1.2586952471,-0.833646806,0.1878999757,-0.2655870886,-0.6851178902,-0.2609224697,-0.9946735964,-1.4469273307,-0.310361596,-1.805714272,0.0818529697,-0.2893842571,0.863749024,-1.1432874394,0.5382844008,-0.2209350705,0.0673148465,0.9571943262,-0.5195072059,0.1864347873,0.6648578745,-1.5278385973,1.3352793814,-0.3244851415,0.0900201995,0.1275725501,-1.6008454432,0.5930019773,0.7003526781,0.4353484471,0.9655472794,0.9524057033,0.0524499793,0.4504871364,-0.5631800493,0.2473705831,-0.2756036106,0.8442536979,1.2199216978,1.9278355405,0.521866119,-0.7949884732,0.00522008,-0.9390752706,0.7926147639,-0.3015770073,0.1350520474,1.999403485,-0.6479776157
-0.9947601166,1.5938884145,-0.4937614831,-0.0407941481,0.5420461357,-0.1063325606,-0.5836108519,1.00653476,-0.2916585788,-0.6140015412,0.9955300406,1.0756172308,-0.5121162921,0.5087004168,-0.2688334891,-0.2185433421,-0.3151199145,0.7850052227,-0.8590505254,-0.6401514417,-0.565317119,0.208788063,2.0330313387,1.9207459023,1.4700740499,0.7188953857,-1.1641774603,1.0896606935,1.454085171,-1.2048077508,1.3595512625,0.8557602451,-0.1515785194,-0.1585322791,-0.3272452386,0.1013019211,-1.2070788369,-0.7311401426,-0.262283173,0.2727070882,1.1359247403,-0.9414716837,0.9188340749,-1.081212604,-0.4820921071,1.0230426239,-0.0198486223,-0.697885578,1.3945414444,0.5983158668
-0.9987569845,0.7684195721,0.7991726949,0.2586380813,-2.0841312338,-0.7378001478,-1.3979268133,0.138095442,-0.201830061,-1.7060570542,2.2221868507,0.5598811872,-1.5922915787,0.5736682914,-1.2672268647,0.5122375484,-0.4789373846,-1.3743438849,0.4830479123,0.6392996845,0.5637793033,0.1894687112,0.1059078864,0.4072629887,-0.925934837,1.0262311298,-1.0048911945,0.906363654,0.0449203711,-2.8698209695,-0.7479190283,1.1605064867,-0.6486212491,-0.2398965673,1.074418823,-0.347352866,-1.5019640743,0.8712095756,0.0178853731,-1.5063054621,0.5892142855,-0.1486386013,-0.0791517372,-0.5883603596,-1.5995470422,-0.3539445654,1.3376542871,-0.293181408,-1.1202082171,-0.9517618144
-0.3246992668,-0.3491028555,-2.4160933895,-1.0423610171,0.9661061962,1.018785864,-0.2337126705,-1.3716683873,-0.0132395363,0.1548696717,-1.8507101804,-0.2344166629,-0.9308335303,1.2519836515,-1.2825061961,0.8166269273,0.145413011,-1.470953943,0.3231669561,-1.3958938381,0.0103858312,0.6386256538,0.6723685515,1.518421118,-1.0722804227,0.444173332,1.5383378263,-0.0191384922,2.0417022066,0.0337125806,-1.3000333202,-0.2854604282,-1.2894470535,0.1729020438,0.2063161111,-0.2383375806,-1.3746902274,0.0746285824,0.1654267637,-1.8988376775,-1.0462037465,-1.9461899746,1.5054548408,0.2214029447,0.956421477,-1.5618974477,-0.3998904051,0.8652282481,0.0673415788,-1.1889279291
-1.5027061161,0.8645964349,-0.0137982349,-0.524345557,-1.398196447,-0.5770954455,0.1740917315,-1.3108216259,0.3190557335,1.257786585,-0.3705581861,1.521104876,-1.6692861357,0.2144847436,1.1445278324,-0.0699198366,0.8603942421,-1.5824784918,0.2026964283,0.5283273983,0.6805251112,1.9312273821,-1.4917279799,0.6301726771,1.0016043698,-0.1066650536,-0.7897696855,-0.7162058977,-1.7963542866,-1.0481671934,-1.0125747606,0.6191904459,0.7117534167,-0.4832266868,-1.2199236537,-0.9207616265,0.1215725608,-2.3878582773,2.2292734547,0.4076501137,2.1304928937,0.267436132,0.2368930919,-0.0062011264,0.3776254822,0.1947542038,0.0452909155,0.4172586872,1.6370358292,-0.8193956922
-0.267261716,0.1327496024,0.9234774229,0.3006665961,1.0320341913,1.6559814029,-0.7335683273,0.7673960524,-0.3064538117,0.4771982179,-0.4809884114,0.0717783917,0.7149818073,0.3804631115,1.2163261607,-2.0497812696,-0.406651753,0.6968335713,0.8785701963,-0.0522158569,0.0275559083,1.8787795411,0.3744810676,-0.0714438686,0.6441163166,0.4840261385,-0.7016262857,1.6592337936,1.0090364344,-1.2639469077,-0.8871908918,0.3226512778,-0.6380936858,-0.5348385352,-0.4775469076,-1.0412275135,0.013552011,0.2018378222,0.033280049,-0.1036586145,0.1089917484,0.1225893584,1.086883115,-0.3776166475,-0.1053573265,-2.325439569,0.6091991994,-0.626598835,1.4412570927,-0.5221784418
-0.9897372441,0.1399772274,-1.3080194956,0.3040259974,-0.3765772025,-0.9753817789,1.4791918811,-1.3810945873,0.5259454196,-1.0253260438,1.0351752177,1.0775723861,-0.7649592789,-2.1852209537,0.7244864718,2.5514543476,0.0456691604,-0.8282761475,-1.7250938071,-0.2277683013,0.0971446721,0.8297967322,-0.8344431746,-0.245610166,-0.3247198568,-0.0273577635,0.1676151177,1.4595700915,-1.3181139362,-0.198329789,0.0113755145,2.930056288,0.8524687916,1.082105189,0.6635077646,-0.2312900486,-0.5271004673,-0.3080271574,-1.1141259058,0.7747988371,0.3202059743,0.088544661,-0.1802792342,0.5917076259,-1.4776736808,-1.3703003235,-0.2770966192,0.23338157,-0.7749495709,-0.4835682183
0.3580624237,-0.423396133,-0.1447465679,0.3781244489,-0.3736920831,-0.3949285539,-1.5237258188,-1.0672153633,0.9409115353,-1.4468103514,0.8729310043,-0.9339545334,0.9039625915,-1.0687824976,-0.6711056935,-0.2760479139,-0.6179332091,0.8526437486,1.155222576,0.7545064286,-1.3108676291,1.6338645668,1.0445552454,-1.8065101127,1.1344252537,-1.5135250408,0.9776656636,0.2033544069,0.8148303693,-0.2003463664,-0.8915649591,-0.5077638765,-0.9948672246,-1.5211053779,-1.4333947676,1.4260314675,-0.2750687769,-0.3414276015,-2.3244072191,0.6319203231,-1.8252648962,0.8986490896,-1.3519178157,-0.0917575319,0.2970002386,-1.7864318622,-1.7366408837,0.659751132,1.5994720294,1.9220933906
-0.4746235216,1.0879511703,-1.0351804385,0.316435625,-0.8062695,-0.1058052287,-1.5090020153,0.1417259616,-1.6952089677,0.272617543,-0.9858185257,-1.1005925398,0.1122389375,0.6019037752,-1.6798773511,0.4107272019,1.5873454234,-0.2955365527,0.3389754252,-0.4072492637,0.1346580137,1.8359707283,-2.2485826059,-0.7868826624,-1.649427402,1.2655073046,-0.2666514106,-1.4646251543,1.8153322855,1.1108973604,0.4431854339,1.3079281369,-0.2754451259,-0.0917795869,0.1915928377,-0.5213572185,0.2683314859,-0.4642137672,0.5419279831,-0.7257508506,-1.640435731,-1.080072669,-0.3228284132,0.309622886,0.3813227875,1.3943577556,0.8316470461,0.6419844237,0.4413918051,-0.079920542
0.9245539433,-0.2622672561,0.3212562933,-1.544051477,-0.5512391697,0.1934507576,1.6660890878,0.501222817,-0.2993798977,-1.8963199242,0.2438511586,1.6068614045,-0.7438332104,-0.1050975651,0.0718311314,-0.3774502605,2.6602540919,0.531372276,-2.2368851908,-0.6675559632,0.6153494296,0.4225339595,-0.2489570973,-1.3002121014,1.2787631705,0.9903567239,-0.791022568,1.0317459354,0.8089812142,0.7549972207,-0.2889025611,-0.6247027706,1.3391015112,1.4623009951,-0.4448200639,0.7370269434,0.7903974664,0.8920119024,-0.7193972843,0.8951639844,-0.4672605729,0.629477405,0.5130051947,0.0320671812,-0.0118510716,0.3941183416,0.4717033736,-0.9850454121,-0.4415793402,0.6490147086
-1.7980242009,-0.7117671122,0.9879271922,-1.3809881622,0.175189578,-0.9497985534,-0.8879227061,0.8554733682,-1.2553526922,-0.9914386407,-1.0472167364,0.6467802139,-0.4062597445,-0.3567244564,-0.3121990019,-0.0463204046,1.6624263067,1.169221949,-1.0020703238,-0.9419873209,-0.4181893373,-0.7487225896,-0.7747214229,0.4121286112,-1.9419860472,-0.3124905111,-0.8766189058,0.318735752,0.10443453,-0.2378206517,-1.764975391,0.5706591659,-0.2400487607,-1.0944212092,-0.6483832595,1.1044571233,-0.4602867501,0.1829336802,-0.1901817734,0.3684005634,-1.8316916134,0.5608351171,-0.4076169972,-1.1528592866,1.7304317375,0.404428863,-1.1609179955,-0.1441879202,0.900761092,0.5566890497
-0.9179017879,0.4378010796,-0.1830913826,0.6618037205,0.1097133376,-1.3460232682,-0.9412001492,0.0319372796,0.5543631378,1.6912654941,2.281618981,-0.3464329232,-1.3795545946,2.0085819104,1.4615710162,0.7561698651,0.834571023,-2.2968691108,-0.5251189935,0.7174834032,1.5974418125,-1.5838160829,0.2396734257,0.8742331829,-1.3689838674,0.8845863367,1.5701597822,-1.1679878484,1.386409842,0.7853179703,2.3470032486,-0.3803557362,0.0691574339,0.745235374,0.98211556,-0.4764088546,0.0724207671,0.7992838339,-0.1960724162,0.2497504498,-0.2264821394,0.410396008,-0.0129205613,-1.8186591214,0.3501847678,-0.8399981672,0.1099037119,2.3846908523,-0.4595429695,0.3028719639
-0.0386722565,-0.1087589519,-0.8731784537,-0.7079006485,-0.9423270446,-1.893578792,-0.3663333979,-0.2950960143,0.749631212,0.518167062,0.7284663085,1.5729021493,0.3567698401,-0.049512982,-0.0563927847,-0.5951804335,-2.0889247919,0.1193146626,1.5041814226,0.5667065465,-0.6408977773,0.4434743917,0.3205139487,1.4863291358,-0.7438702464,1.0717150986,-0.1815647483,1.8807257618,0.6539538998,-1.9440540752,-0.3708662291,-0.9857546035,0.6898598132,-0.238275412,-0.1672020255,1.4332004458,0.8913253879,0.909208702,-0.8271946014,0.4754212282,1.6435722953,0.2231429515,0.1371919029,-1.5471219714,-1.5614210509,2.7945633977,0.6866697153,0.6465931732,0.7781782084,0.1338793136
1.2216919236,-0.7681347839,0.3312682828,1.006183768,-1.1090098611,-0.120058186,-0.9136589234,1.1792296841,0.4389587139,0.1919652853,1.7863592822,-1.6151168672,0.9499293105,0.7855633368,1.5147585152,-0.3608794762,-0.5766056236,-0.7945854901,-0.2470490194,0.6217636483,1.9500538708,-0.8334562851,-0.7204362505,0.5225243266,0.5061302504,1.4914651351,0.3055858823,2.384671082,-0.5030707557,-2.3809248072,-0.6547484967,1.7004217285,-1.1340624173,0.1731912582,0.8876333144,1.7186169615,0.1920297754,1.8722841475,-1.3206370336,0.5984343921,0.2878428678,-0.6414414349,0.022497595,0.4908972363,-0.0789880536,1.0170948115,-1.8986615728,0.2208447732,1.3133041743,-0.6053696143
0.5295709257,-0.2550368053,0.1799237706,-0.3107139119,-1.5100953585,0.7164079873,-0.3941042436,0.11934674,-0.1784424748,1.7504102051,0.5614048704,-1.4272940475,-0.1589960691,-1.6642914826,-0.453476625,0.1120899442,-1.341900973,0.3887853126,-0.0806465456,1.2608046824,-0.6650010257,0.7947703933,-0.9844514266,-1.3198036531,1.1444824504,-2.3396533654,-0.6245938273,-1.3413673798,-0.4473358781,2.1289676191,0.283368453,-0.6667005795,-0.1474080247,1.4149555179,-0.9510528567,0.250880293,0.8219249743,-1.6627061692,-0.4472814281,0.3691112733,-1.1587871398,1.1334738887,-0.566443617,0.0003959366,-1.2303584063,-1.0181196769,0.616328139,0.354899733,0.0490651832,-0.0333847528
-0.6716027078,0.8834671691,1.0407647393,-0.5556671822,-1.7456100513,0.7791562328,-0.2086155455,-0.522895287,0.1093278585,0.9339000715,1.9276746333,-0.0797001503,0.7506764776,-0.9378348582,-1.1272329154,0.9672389801,0.9749041043,0.1383147249,-1.4969681881,0.366850684,0.9655596424,0.4651387291,0.0640240415,-0.9452401403,-0.1658271201,0.3807795572,-0.9934508333,0.7870309439,-1.6815727112,1.2606999993,-0.380410054,0.7492643764,-1.0919857038,1.7475047818,0.328298936,0.7660167306,-0.8284509837,1.1817157229,0.4048943594,-1.4458304699,0.4139906612,1.2453797738,-1.5641844605,0.1564260702,-0.2697485009,-2.0119987656,0.2776993883,-0.2344863077,-0.4462538662,-0.4902547391
-1.1826304798,1.7300570757,-2.0305514484,-1.4426069824,-0.0740525324,0.5992174733,1.2999182877,-1.0810296193,0.6699293366,-0.7401813744,-0.6635643998,-1.6373194306,1.0122176976,2.2683566905,1.2495198887,-1.1784925771,-0.2307684958,-0.0121853228,1.1387369114,0.4405902343,-1.1198739157,0.0029930271,-0.5207984983,0.5646888089,1.834592469,0.4384754565,0.8790884029,-1.8997655189,-0.0442504848,-0.4090991462,-1.0775024699,-1.333177183,1.0939228076,0.3208177248,-2.1599620218,-1.7153062487,0.896210836,-0.1610540496,1.6060008936,-1.8354883911,-0.349328534,-0.6680405305,2.631117784,-0.851355995,0.133899084,-0.9610518525,1.390851404,0.1486497069,-1.7469888794,1.5437849823
-0.8103428598,-2.2613133587,-0.1401308425,0.8424666717,-0.7137617305,1.8038547405,-1.3673294263,-1.1174531741,-0.2362786879,0.3609223913,0.4690727793,0.2817462644,2.8025716874,1.2479711085,1.6086187762,-0.0960243258,-1.2925267356,-0.4946993314,0.0880234472,-0.7952617525,0.3534665268,-0.4390157295,0.5934601436,0.3326799062,0.0847755413,-1.0408642713,-1.3987214707,-1.231800429,0.0905721052,1.0233438667,0.7737273112,-0.4236996257,-0.3114655379,-1.0301188902,-0.9612744436,1.256262319,-1.22259887,3.4633200649,0.5922004788,-0.1566356194,0.6744980427,-0.6343593174,1.3481977496,-1.3652836248,-1.1278572828,-0.7465132443,0.7859672556,-1.5588159743,0.1633084417,0.2218834455
2.6871851322,-0.3365980307,-0.4637005345,-1.7421815081,0.2402750762,-1.1079261928,0.6729253059,0.6407297171,1.1226502283,1.5450664518,-0.0315322498,0.2622589023,0.3906839053,-0.5648857065,0.9146508586,0.2191552052,0.5245378175,1.6564505618,-0.9812204469,0.4310054451,-0.027331267,0.5616381378,0.17681793,-2.1757965743,1.1796511525,0.7015527264,1.207376143,-0.1657230532,-0.6535290927,-1.8740027316,-1.0798646015,2.2490564505,1.801821324,-0.088402855,0.952655215,0.719866636,0.4120830443,0.8705672306,-0.7212243213,-0.7236476884,-1.1583482775,-0.7356776921,-0.6992115719,-0.2236785081,1.5761726982,-0.8790459613,1.688375847,-0.2638954516,1.5269669521,-0.3823705881
